year,Base case diesel consumed,Modeled non-residential ashp
2017,41033.4913968,28752.8439655
2018,41033.4913968,28752.8439655
2019,41033.4913968,28752.8439655
2020,41033.4913968,28752.8439655
2021,41033.4913968,28752.8439655
2022,41033.4913968,28752.8439655
2023,41033.4913968,28752.8439655
2024,41033.4913968,28752.8439655
2025,41033.4913968,28752.8439655
2026,41033.4913968,28752.8439655
2027,41033.4913968,28752.8439655
2028,41033.4913968,28752.8439655
2029,41033.4913968,28752.8439655
2030,41033.4913968,28752.8439655
2031,41033.4913968,28752.8439655
