year,Base case diesel consumed,Modeled solar power (pv)
2016,54802.8101754,54047.0709774
2017,54802.8101754,54053.116891
2018,54802.8101754,54059.1144373
2019,54802.8101754,54065.0640032
2020,54802.8101754,54070.9659726
2021,54802.8101754,54076.8207262
2022,54802.8101754,54082.6286418
2023,54802.8101754,54088.3900941
2024,54883.0485505,54174.3438298
2025,54883.0485505,54180.0134676
2026,54883.0485505,54185.6377482
2027,54883.0485505,54191.2170346
2028,54883.0485505,54196.7516868
2029,54883.0485505,54202.2420617
2030,54883.0485505,54207.6885136
2031,54883.0485505,54213.0913939
2032,54883.0485505,54218.4510511
2033,54883.0485505,54223.7678311
2034,54883.0485505,54229.0420769
2035,54883.0485505,54234.2741287
