year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,215671.58,8410.9,273476.34,156951.19
2018,215531.53,8408.73,273476.34,156951.19
2019,215391.48,8406.29,273476.34,155789.99
2020,215181.42,8402.47,273476.34,155789.99
2021,214831.3,8396.63,273476.34,155789.99
2022,214551.21,8391.01,273476.34,154628.8
2023,214201.1,8384.74,273476.34,154628.8
2024,213850.98,8378.59,273476.34,154628.8
2025,213430.85,8371.43,273476.34,153467.6
2026,212870.66,8362.41,273476.34,152306.41
2027,212240.46,8351.35,273476.34,152306.41
2028,211540.23,8338.24,273476.34,151145.21
2029,210910.02,8328.28,273476.34,149984.02
2030,210349.84,8317.71,273476.34,148822.82
2031,209509.57,8302.88,273476.34,147661.63
2032,208389.2,8283.61,273476.34,146500.43
2033,207198.82,8262.48,273476.34,144178.04
2034,205938.41,8241.1,273476.34,143016.85
2035,204748.02,8219.78,273476.34,140694.46
2036,203557.63,8199.48,273476.34,139533.26
2037,202437.27,8179.7,273476.34,137210.87
2038,201246.88,8159.2,273476.34,136049.68
2039,199986.47,8137.29,273476.34,133727.29
2040,198656.03,8114.17,273476.34,132566.09
