year,Base case cost,Modeled residential energy efficiency
2017,26400.3110698,30324.2455116
2018,28362.9619657,31512.8801053
2019,31124.7829633,33283.0973061
2020,32433.0791902,34010.2647787
2021,29743.5722454,30846.0208783
2022,30325.8503591,31039.5708745
2023,30777.8658031,31148.2227613
2024,34976.6442611,35028.6247676
2025,35412.7430034,35150.959368
2026,35994.0702895,35382.4985158
2027,36502.7833037,35566.0861329
2028,36866.6808852,35649.6820704
2029,45617.1969189,44063.2990224
2030,54310.2697662,52484.3616491
2031,59338.8463138,57184.1362085
2032,55988.4339514,53508.8286351
2033,52606.0249575,49785.0755409
2034,49078.8018752,45920.2341519
2035,49523.2710712,46111.7799194
2036,50322.5224509,46580.6046548
