year,Base case cost,Modeled solar power (pv)
2016,103275.2711,110173.952668
2017,123947.072095,130333.482818
2018,139312.238607,145292.400202
2019,160289.070156,165775.54799
2020,171225.312651,176398.045644
2021,178999.853647,183921.765589
2022,185220.832167,189916.080661
2023,189717.042337,194218.470934
2024,193410.304431,197731.637396
2025,197970.810257,202107.252655
2026,203420.98853,207367.867926
2027,208060.742489,211831.416751
2028,212389.484904,215997.0019
2029,217898.725466,221338.204885
2030,222232.701248,225525.610859
2031,228831.22984,231946.501917
2032,234314.303566,237264.631267
2033,240693.778354,243483.028387
2034,246911.018755,249534.509648
2035,253324.884242,255811.6454
