year,Base case diesel consumed,Modeled residential ashp
2017,9223.69649952,-34818.8124616
2018,9223.69649952,-34818.8124616
2019,9223.69649952,-34818.8124616
2020,9223.69649952,-34818.8124616
2021,8964.23065022,-35078.2783109
2022,8964.23065022,-35078.2783109
2023,8964.23065022,-35078.2783109
2024,8964.23065022,-35078.2783109
2025,8704.76480091,-35337.7441602
2026,8704.76480091,-35337.7441602
2027,8704.76480091,-35337.7441602
2028,8445.29895161,-35597.2100095
2029,8445.29895161,-35597.2100095
2030,8185.83310231,-35856.6758588
2031,8185.83310231,-35856.6758588
