year,Base case diesel consumed,Modeled residential energy efficiency
2017,27170.5331145,20999.5719044
2018,27170.5331145,20999.5719044
2019,27170.5331145,20999.5719044
2020,26110.8905451,19939.9293351
2021,26110.8905451,19939.9293351
2022,26110.8905451,19939.9293351
2023,26110.8905451,19939.9293351
2024,26110.8905451,19939.9293351
2025,26110.8905451,19939.9293351
2026,25051.2479757,18880.2867657
2027,25051.2479757,18880.2867657
2028,25051.2479757,18880.2867657
2029,23991.6054063,17820.6441963
2030,23991.6054063,17820.6441963
2031,23991.6054063,17820.6441963
2032,23991.6054063,17820.6441963
2033,23991.6054063,17820.6441963
2034,23991.6054063,17820.6441963
2035,22931.962837,16761.0016269
2036,22931.962837,16761.0016269
