year,Base case diesel consumed,Modeled diesel efficiency
2019,192146.005945,174678.187223
2020,194244.641483,176586.037712
2021,197208.980374,179280.891249
2022,199219.291993,181108.447266
2023,201959.591374,183599.628522
2024,203885.709534,185350.645031
2025,206111.28592,187373.896291
2026,209699.680837,190636.073489
2027,212207.984903,192916.349911
2028,214719.082253,195199.165685
2029,217014.54165,197285.946954
2030,219381.102831,199437.36621
2031,222035.13658,201850.124163
2032,225334.530427,204849.573115
2033,227844.865581,207131.695982
2034,230785.662757,209805.147961
2035,233367.784622,212152.531474
2036,235878.175923,214434.705384
2037,238532.037451,216847.306774
2038,241974.871421,219977.155838
