year,population
2003,621.0
2004,626.0
2005,603.0
2006,604.0
2007,567.0
2008,576.0
2009,545.0
2010,544.0
2011,547.0
2012,548.0
2013,550.0
2014,552.0
2015,553.0
2016,554.0
2017,555.0
2018,555.0
2019,555.0
2020,555.0
2021,555.0
2022,555.0
2023,556.0
2024,556.0
2025,556.0
2026,556.0
2027,554.0
2028,552.0
2029,550.0
2030,548.0
2031,544.0
2032,540.0
2033,536.0
2034,531.0
2035,526.0
2036,520.0
2037,515.0
2038,510.0
2039,504.0
2040,498.0
