year,Base case diesel consumed,Modeled non-residential ashp
2017,800842.82585,531661.117942
2018,745576.008701,476394.300793
2019,757525.590787,488343.882879
2020,766487.777352,497306.069444
2021,775449.963916,506268.256008
2022,805323.919132,536142.211224
2023,847147.456434,577965.748526
2024,921832.344473,652650.636565
2025,993529.83699,724348.129082
2026,1063733.63175,794551.923838
2027,1104063.47129,834881.763379
2028,1135431.12426,866249.416356
2029,1495412.28461,1226230.5767
2030,1846431.25839,1577249.55049
2031,2133221.22846,1864039.52056
